@RELATION Parrot

@ATTRIBUTE text STRING
@ATTRIBUTE @@class@@ {love, joy, surprise, anger, sadness, fear}

@DATA
"its my bday!!! I'm gettin older!",joy
"@DavidArchie I tweet sooo much about you. Gahd.  Hahaha!",joy
"@williamduncan the archetype thing was for a comm. class that studied archetypes in popular media. reading your links now, thanks",joy
"@algibbs thanks for that, now i learned something new today  enjoy.",joy
"@urbansmiler Is it possible to a have phobia of phobias? Afraid to look at list.",fear
"I WANNA GO THERE, WHERE YOU GO. I WANNA FIND OUT WHAT YOU KNOW..     DAVID AND MILEYYYYYY! ??",love
"heading out to (a long)band practice. last one before our first show on Saturday night. Hope it's a good one  http://digg.com/u12MIW",love
"@xxm0rgann aww morgan, i wish i could have realized that a while ago instead of putting myself through it.. your strong and i love you&lt;3",fear
"Hey Dubbo RSL turkey roast circa 1995. Know it's been a while, just wanted to let you know I still think about you from time to time",joy
"@SashaKane I am absolutely craving a brownie with ice cream right now. FedEx some over!",joy
"@iloveicetea haha when is it? good luck babe  &amp; UPLOAD A PHOTO, WILL YA ?",joy
"and these awesome tweeples too!  @xoNessCullenxo @xoJasperHalexo @xoEmmettC35xo @oxTanyaDenaliox @xoEsmeCullenxo",joy
"I got whooped by Jason Bradbury. Ace :0",surprise
"The dj's and partypeople were great again at CC. Kicking  Next one June 7",sadness
"@allankent @andywalton oo, oo, I must compete... let me login to my work email to see if I can top that",sadness
"@SIFashions Wow, that's really sweet! I'm assuming this is blog-related.  Thanks so much.",surprise
"@DavidArchie OK David, talk later  Have a great dayyyy ay ay ay ay",joy
"@MsSdot23 and thats why your azz lost hater lol  love you",fear
"@RaspberryHatter  aw. that sounds amazing  But I think I have work. Thank you for inviting me though",sadness
"@jezkemp yay!  excited?",surprise
"Sigh. I'm getting off the computer now to do even MORE homework... Bye",sadness
"in school, wants to read Eclipse, 200-and-some-60 pages read",sadness
"I just finished first season six feet under",love
"Enjoyed the Waller reunion very much! The Wallers are back in town",joy
"@hrcolors Maybe it had a hot date with a nice little Cesna.",joy
"@kyspeaks  Yah, they have footlong sausage too mah. But Halal place..piggy sausages are bigger",joy
"Waiting on laundry to finish so I can go HOME. Think I'll do my nails while I wait",fear
"@RaeRae440 It's surprising how much Billy Idol turns up in tweets. I monitor constantly - not that I'm obsessed or anything!  #BillyIdol",surprise
"Morning all - woken by neighbour's kids screaming in the garden before 8am so not in a very benevolent mood...  you have been warned!",sadness
"@galacticfaerie Sounds great. I'm looking forward to it then",joy
"@moonfrye LOL and that's why I use my iPod touch",joy
"hehe tweet time... bastos talaga chux",joy
"...love and wanted to share with my followers. feeling inspirational. ive had a long day.",joy
"@LarryBenet Per Taylor Dayne conversation.  It's official I am now jealous of you.",sadness
"@velvetella Bye ! Have a great time being whisked away",joy
"@BoomKatt yes yes I AM, networking whore to the fullest.......and this girl is rih next to me",joy
"ohh. i didnt double tweet a while ago, did i? now i did.",joy
"Fancy is a 187 hun got u doin things u aint never done",fear
"'SMUDGER' is cleaning herself  http://apps.facebook.com/catbook/profile/view/5726504",surprise
"Good morning world",love
"@alicedric can't wait for it. i love your scripts. honestly, you should have a future career as a script writer  - Stock Twits",joy
"@DavidArchie if you don't mind, change your profile pic with a picture of you in UK. It'll be fun",joy
"@MrMaxROI Hey, it's good to see you here! Will now follow you. Would be nice to have a photo!",joy
"just woke up, no school today, we are free",joy
"im still waitin for my girl to come home...i wanna go shopping",joy
"Tweet you later, have a wonderful day.",joy
"Last song .. then I really have to go  ? http://blip.fm/~5jbvo",love
"@DavidArchie Good luck! If I remember right, everything in England is a rip off, anyway! And next time, write me back! Haha",anger
"Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l",joy
"Have lots 2do as usual! laundry, thanking God, cleaning house, praising God, cutting the hedge and thanking and praising God some more!",fear
"@Rosiecosy Thanks for sympathy. It wasn't too bad until about an hour ago when I started thinking of the appointment tomorrow.",joy
"tafe was actually quite good. for once",joy
"@neo_kryptik the usual... applications, checking statuses, reading stuff that's ... wel... not arbit  etc",sadness
"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&amp;friends plan walk and picnic today",joy
"@tracymacy Thanks for follow. Was just adding you from your twitter page, after commenting your blog",love
"@Kayleigh_Stack i wish i could go to both but i don't think i'll be allowed :p either way with two shows going your bound to get a ticket",sadness
"@chicalit finding a place to crap on the move eh? Whoever said technology is crap?",anger
"@MODELCHiCK2 thank u soooooo much lil mama xoxo",joy
"@MFlanders no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on.",love
"@DavidArchie Yeahhh you do that lol",joy
"&lt;3 KoRn... You guys are champions of the world",love
"@Lilctownroaster I just added a butt to your name in my phone after I made you go home in the cold. Because I love you!",love
"Not really  but its work so yea kinda",joy
"@oliyoung it's stable, faster than 2.x and working.",joy
"@wickedgirl24 glad you like it",joy
"@RealBillBailey haven't read that book, but heard of it. Feed, spay, love is a great motto for pet owners  although there is more involved",joy
"Photo: Great night.  http://tumblr.com/xmo1pgymj",joy
"@petrilude WHY can't we have both!? HUH, it'll make up for the raping of our twitter you just did",surprise
"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",joy
"the era of the word - 'UN' (not united nations lar) is coming on fast - Unconference, Unreason, ... better get those domains !",fear
"@clarinette02 I am most honoured to receive a Twit tout en francais. But my French not good enough to pick up les nuances en 140...   LOL",love
"@robinmeure &gt; &quot;live Q&amp;A 24/7&quot;... definitely the best part of twitter for me",joy
"@amber_benson  Woohoo! Well Done! I started Macarena-ing too",joy
"@jkreeftmeijer Yup theory is GREAT but the reality is beyond imagination...  I also made the same planning not knowing VS will FAIL on me",joy
"Bank holiday mondaaaaaay   Exams tomorrow  D:",joy
"@mybellavita just clicked on your bio. You're in Cantazaro!? Have been to Italy several times. But never Calabria!",fear
"Lots of other people are very polite tho and ask if they can approach",love
"is damn happy. One for the end of exams and another...hehehe.  CROSSES FINGERS.",love
"@vene2ia Thanks!  I am doing good... Did you read any of my blog posts?",joy
"@Ryface Famous on Myspace?? You're a dillhole.",surprise
"@creampuffs_star v. good. i thought you were registered na?",fear
"@Gennargh I also have a brain tumor called Jeffery.",joy
"is excited. Lots of good things happening work-wise here in Melbourne",joy
"recovering from mexican fiesta. Had a bit too much of a good time!",joy
"@violetasvk cool",love
"I should sleep. I've got like 5-6 hours to sleep before work. Then I've got Tuesday- Thursday off... sweet",fear
"@geewhy  You're just jealous!  Guess you'll be walking around the office tomorrow in your Malo!",sadness
"New baby arrived yesterday. A fab baby boy at 2.8 kilo  Very proud and happy",joy
"@joeymcintyre You bet!...I'll be there in spirit (I'm in the UK really LOL) Like the pic BTW xx  x",love
"which is why i can't wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!",joy
"I'm off! Well, home... I will see you soon!",surprise
"I'm glad that I called him cause our relationship is clear now. Just happy to hear his voices eventhough he's absent from school",love
"@miasmom1 Awhhh age doesn't matter, you awesome lady you!",love
"@ainzneal LOL  I'm the night owl queen - why you up?",fear
"Waking up with Star Wars End Title Song in my had is sorta awesome .. and also kinda creepy",sadness
"@GlitzyGloss Hello!! sounds very good, you can count on me, I follow you!!!",love
"@daisytalk yeah, I had a suspicion about that!! I think I'm going to come home and want to spend a ton of money on tools!",fear
"i get so sucked in to true life, and that steve-o documentary was intense, i love that shit, it's nice to see people get their lives back",sadness
"@Dean_John what makes u think of south africa? why not italy or hawaii or something?",surprise
"is choosing to do britney for the dance showcase! yesss  cant wait. 58 days....",joy
"#musicmonday Nicest Thing from Kate Nash",joy
"still awake..doing my assignments and playing virtual farming",joy
"@vene2ia Great!",joy
"I think more people would buy the Slap chop, if the commercial was like this: http://bit.ly/vQIUf",joy
"@BearNoiz Played An.World, played Flashback, played Starcon 2, played Fallout, played every Psygnosis game out for the Amiga and the ST",joy
"i'm still in bed and on the laptop ...yep borin !!!",fear
"just watched JONAS. It was funny.",joy
"@damohopo Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.",joy
"@snedwan Mooooooooornin'  How are you? Are your legs ok?",fear
"@mariekehardy this will make you feel better. Will down a cocktail or 2 in your honour. Now get retorting  http://twitpic.com/4j91r",joy
"badminton marathon tonight!  please cooperate feet!",joy
"watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute",joy
"@PeopleBrowsr nice new profile picture! Glad to see some friends in there",joy
"@DavidArchie  AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick, David",joy
"morning everyone! another dat of school",joy
"@shaundiviney THATS BETTER! lol",joy
"Hangin out and drinkin beers with @muffclassic ..dude brought me a new pair of purple kicks.. I'm gonna wear them on the Act III cover..",sadness
"@smeykunz  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet Whore ..   Love you..",love
"@Meghaaa lol. sounds like don't call me babe  have done that too !! have you thought that over ?",fear
"@JuwalBose oops, eldhose bhai uploaded the same too, Did you read the hindu's article on BarCamp? Binny rocks man",joy
"@ginny9577 I'm researching NYC stuff.",joy
"supernatural is back on tonight !!",joy
"@AndriaAndCo  Don't forget Twitter, the bastard step-child of enablers",anger
"Morning.. Coffee and fresh air",love
"@MaheshKukreja Welcome!",love
"but omg mummy bought me ice-cream!",joy
"@deversum good morning Hazel  caffeine-shot?",joy
"Realizing that I don't have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!",fear
"@niuts14 Our weekend was also great... two friends of Julia were here for four days...",joy
