sentiment,content
fear,YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv
joy,@Emmmaa___ haha was it good? i bet it was
joy,mmm  eating tostitos &amp;&amp; piknik with spinach dip from S&amp;R. &lt;3
joy,Cuba trip booked
love,@puerhan Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
fear,making mashed potatoes, and vegies to go with @JoelyRighteous's t-bone steak for when he gets home
surprise,Oops that would be #edaust09
joy,@chainsawchelsea If it's any consolation, you're definitely one of the hottest GG's, IMHO
fear,right guys i have to go
joy,@khali_blache Night! Doze well.
surprise,@ work.. This week some new instrumentals.. stay updated
love,Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.
joy,@DonnieWahlberg  &quot;donnie rocks&quot; if u could only here it my 2year old runs around every where sayin &quot;donnie rocks&quot;
joy,http://twitpic.com/4j95z - I don't know why, but I LOLd.
joy,@merdujapon Really all that? I'll look for it and will report back
surprise,@shaskins too early ,,, I'll spill my corn flakes
joy,@Somaya_Reece naw missed it and the video cool looking sexy
joy,@maydbs Its looking like June - nice right?
fear,@monnie Not really, injured so can't do much exercise. The KG's are coming on already. Also still looking to rent some place!!  Fun times!
sadness,#todo Cleaning the Apartment - again - who keeps making this mess? oh yeah .. me. $10 + hug for the person to help come clean
joy,Prom was awesome.
love,good to have a (boy)friend like you
joy,Joey's getting a new lizard... This should be fun  x
joy,9100 tweets....just living the rockstar life one tweet at a time.
fear,@maxiec Hope the train remembers the way - they can go a bit loopy on bank holidays
joy,possessed beyond certainty that she has made the rite decision
surprise,@DJMel oh I don't love it. Just noting that remix kids seem to
fear,@taaaschi It's driving you insane? Really? It's Sterling Knight playing Chad Dylan Cooper on Sonny With A Chance
joy,@TerriCook  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good
joy,@RealBillBailey good moring mr bailey, it is my birthday today
love,i likee you  a lott lott .  think you really hot hot (8) good night
fear,Seen the doctor today. Everything was fine! Might go for ultrasound scan just as a precaution
love,likes the reports from testers of his new package for Synology diskstations  http://plurk.com/p/ror5d
fear,Bruno arghhhh i cant wait
joy,spending a 'girly' day wif my four big sisters! shopping. pedicures and dyeing eachother's hair. ohh yeah
joy,@johna404 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
sadness,@katrin_l unfortunately not.my work ties me down 4 the whole summer.but if there's a eu-tour this fall,I'll be there!  I want a rebound
fear,based on the similarity between &quot;May the 4th be with you&quot; and &quot;May the force be with you&quot; today it's the &quot;Star Wars Day&quot;
joy,Would really like to buy death note 1 &amp; 2 later this week  I loved those movies!
joy,@ELLISNYC we should all be down to earth. don't none of us walk on water  I'm just some horny nerd trying to find my way thru life lol
joy,@Abbie12 Thanks! Welcome back!
joy,@roel247 Thank you good sir, it has been a surprisingly good afternoon, very productive
joy,@Ryanimay Welcome home!  Glad you made it home safe!
joy,i finished new moon  in 1 day all up. maybe less, im quite proud, now who wants to lend me eclipse haha
joy,Ay dios mio! 2 weeks left of college!!! AH CAN'T WAIT!!
love,yeye! let's tweet again tomorrow, honey
joy,@mileycyrus i dnt think i can ever get tired of&quot;The Climb&quot;its just 1 of those sngs u'll always remember  ...
joy,@eltonmcmanus  &amp; to you matey
joy,I go to &quot;User Experience Roundtable Hamburg - Detlev Fischer on Accessibility, BITV Test&quot; https://www.xing.com/events/333622 Don't miss!
joy,@mnoxon The fans have found you!!
love,now we are cuddling.  girl cuddles are so fun and soft
love,@RaptheRenegade all good! Take a rest
joy,just got back from the long weekend
joy,Watching Dr. Horrible with @Bobwieck. @jenhansen don't be mad!
love,@WOMADABUDHABI  glad you liked it-  he's done loads of arrangements but that was the only one i could find on blip
joy,Weekend is over :\ Hope you all had a great weekend
surprise,@JRulz Hello James, who are you
love,@18_2 Hey, Thanks 4 The Advice &amp; Support
joy,Sleepy Tabz is heading to bed.  Fun night! Listened through the next episode of Joss'd!
fear,@ryanodonnell Can't you guys do something on CO-OP about Grim Fandango? Don't you wanna see it on XBLA/PSN? Call Tony Plana!  Call Tim!!
love,http://twitpic.com/4j99z - a gift from my boyfriend... this little guy keeps me company at night
surprise,@BlakeLewis Oh, I see!  So it's like, morning there, right? Happy breakfast! *thumbs up*
joy,Hello  Back to work today after a week of vacation !
fear,@AgesTheGreat tell him ill beat him up if he doesnt share
love,@marygrrl aww  loves you! way too cute ;)
surprise,Got back from helping my sis with stuff for my niece's 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!
fear,@coliwilso  not much blipping lately, but i'll get onto that for you.
love,is gonna have an irish wedding
joy,@roynuj thank you  Feel much more relaxed now that everything isn't as scary as in the beginning
love,@mistressmia And U are doing Brilliantly sweetie!!!   Blessings and Joy to you!!!
fear,What a great day! Time with some family, an amazing voice studio party at my prof's home, and a finance study date with @allyson_marie!
joy,wlcome @johiw44 - i'm proud of my girlfriend
sadness,@beltranm hello  I'm up late playing on the internet. I love you!
joy,Just finished studying for Abnormal Psychology. Eek. I still have two more days. I'll do more than fine
joy,toodaayy!
joy,@JennaMadison Ooh, coffee!  Great idea...  want one??
joy,@amber_benson Looks like fun doing the Macarena with a live band!
fear,Hey dudes, 4AM. Please check out my blog at http://stevencohmer.blogspot.com and my youtube channel http://youtube.com/stevencohmer
love,@DavidArchie Touch My Hand video = simply amazing.  Love it.
fear,@atlteabagged ur not blind  i was just browsing &amp; saw ur tweet &amp; figured i could answer ur query plus i wanted to know too
joy,I know what would make me really tired, put me to sleep and I would sleep good!  ...RICE!!! Lmao!
joy,@jnacool I dont understand sensex..but wow!
joy,Good day today tomorrow will be even better
fear,@Broooooke_ omg and you never would believe what we did. ahaha, i loved it. but it felt like a movie, but REAL!!
joy,@djinfrared Sounds pretty cool. Great job man!
surprise,took mr timothy for a run, he's quite fast if i hold up his bottom
love,Have a huge block of snack chocolate here. Tis calling my name already
surprise,@xxJessica94xx Hey what's up? My name is Caleb and I'm your newest follower!!!
joy,@jasonhoun Haha of course! That's my favorite album of all time
fear,LOL! Made a huge mess of my school shirt, was using charcoal sticks in 2D art
love,@Editorables Haha.. Hey you should check out @NatHistoryWhale  Love her/his tweets
joy,@LadyAnne525 It will give me lulz from time to time.
fear,@shadiya I hope you were feeling better today!
joy,@EMarketingGuru Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
surprise,Had a gr8 Sunday relaxing enjoying the beautiful weather. Good nite
joy,dinner was awesome. Im so happy my mom enjoyed her bday  I was able to spoil her yay lol
love,@deepbluesealove Yeah it was great to be outside without rain/snow &amp; cold air! Love the sunny days
joy,@thakkar I knw maan! i was gonna say the same thing. We both would become omelettes and others would become chapathis
love,@TheEngTeacher I did for years and then moved over to an IBM compatible.  Would love to have both on my desk!   Can you call me a techie?
love,@Felitherandom Ohmygosh. I KNOW. That would make my night for SURE. lol.  Goodnight!
joy,@pokr thanks for the retweet  poker is the best card game on earth
surprise,@Kat77 Don't ever turn off the part of your brain that talks crap! That's where fun comes from
joy,@QuestCon That gave me a great smile. Nice way to end the day. You are so right
joy,lovely night of steve-o and family guy. off to bed.
love,@longnu Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
joy,@feedmecupcakes I just wanted to say, that you have the best screen name ever. That is all.
love,loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.
joy,Ah, the bank holiday shift at work. What fun
fear,@Aquilaquail Lol - I could have written that - would be good to have 2 Mondays this week, then I might catch up x
fear,@clarissa61190 and if you want to leaveeeee I can guranteee, you won't find nobody, else like meeee
joy,@HOTTVampChick Excellent, he will never know, lmao.
joy,Wrapped up some html/java work now spending the night dabbling in some flash intros
fear,night night dollies  you are al so amazing
fear,@mmitchelldaviss THAT WAS SICK! i was like 'oh no, she's gonna hit the kid.' which is probably the usual response. i am oh so original
love,@adambusch So the man behind the awesome Macarena vid. Great work. Love it.
love,Good mornin twitterers, watching my first naruto of the day and it happens to be the 100th episode  lovely juvely
fear,@DonnieWahlberg so wish I was there with ya, but at 6:48am Belgian time I was sleeping...time diff sucks. Take me there!
joy,1 more day!
joy,@rajrikhy Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy
anger,finally home for once after a dope ass week
joy,I've been slacking on the blips... but a nice mellow one before I go to sleep.  ? http://blip.fm/~5jcfo
joy,@prieurdp awesome... let us know how the cloud setup goes, I'm very keen on trying it myself as well
joy,yeah so Prom Night is now the Craft (good movie)
love,@davidalexanderm fantastic, love all things Krautrock
fear,@beccaRAR I like to support my friends  It's sad that I'm your only friend though
joy,@hokulii Thanks. End up going to Makino Chaya
joy,okay, really going now...STOP MAKING ME LAUGH LIKE THAT!!
joy,@Airbase woOt!
surprise,professional development is my favorite way to spend a beautiful monday afternoon....NOT!
surprise,@aral 105% of people between 18-24 yrs in DK is on facebook, more profiles than citizens in that range  Where are you in DK? And Why?
joy,Kicking like crazy.
fear,@Free2b_you Ah! Haha that's exciting. If I ever come to Australia we are definitely gonna have a movie night, FYI
joy,morning! just got my coffee
surprise,@trinemt I'm excited! Hust let me know when you want to go over to Lucky7 Tattoos
love,@sublime98 Milk, Gran Torino, Bolt, Bride Wars, New In Town (yeah I got through a few...) Damn I love longhaul
love,To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed
